order_id;cluster;filial;origem_registo;dist_km;peso_kg;valor_mercadoria;n_itens;lead_dias;valor_frete;atraso_honesto;qa_flags_total;pc1;pc2
403b97836b0c04a622354cf531062e5f;2;SP;1-10 pedidos;296.40685483171205;20.85;1299.0;1.0;17.277;77.45;False;0;3.5977;-1.9872
116f0b09343b49556bbad5f35bee0cdf;0;SP;>1000;552.4119317496651;0.3;27.99;1.0;12.955;15.1;False;0;-0.9573;1.0559
85ce859fd6dc634de8d2f1e290444043;0;SP;101-1000;209.87914617705658;0.25;17.9;1.0;6.767;11.85;False;0;-1.8236;0.491
83018ec114eee8641c97e08f7b4e926f;0;SP;101-1000;1434.5097718551176;0.325;76.0;1.0;13.269;16.97;False;0;-0.0107;1.0553
203096f03d82e0dffbc41ebc2e2bcfb7;4;SP;1-10 pedidos;11.7550176718812;0.525;109.9;1.0;21.328;8.96;True;0;-0.7399;-0.6425
f848643eec1d69395095eb3840d2051e;4;SP;>1000;13.254235065401568;0.25;79.99;1.0;4.386;8.91;False;0;-1.797;-1.3589
2807d0e504d6d4894d41672727bc139f;4;SP;101-1000;6.890375630752847;0.2;9.5;1.0;4.817;7.78;False;0;-3.3081;-0.7151
95266dbfb7e20354baba07964dac78d5;2;SP;101-1000;489.0198408847485;14.95;129.99;1.0;18.401;57.58;False;0;2.0789;-0.6059
f3e7c359154d965827355f39d6b1fdac;0;SP;1-10 pedidos;233.98782297941375;0.6;89.9;1.0;4.278;14.21;False;0;-0.7006;-0.3863
fbf9ac61453ac646ce8ad9783d7d0af6;1;SP;11-100;326.8914287783308;0.5;109.9;1.0;28.928;15.53;True;0;0.5567;1.1516
acce194856392f074dbf9dada14d8d82;2;SP;11-100;1461.4346878386004;10.95;130.4;2.0;12.639;97.28;False;0;2.3144;-1.0466
dd78f560c270f1909639c11b925620ea;4;SP;11-100;106.33794345726494;0.2;47.9;1.0;9.536;12.79;False;0;-1.3213;0.0053
91b2a010e1e45e6ba3d133fa997597be;0;SP;101-1000;310.5785350290358;0.292;178.99;1.0;14.382;13.69;False;0;0.1088;0.1544
ecab90c9933c58908d3d6add7c6f5ae3;1;PR;11-100;3381.4616794593444;0.85;30.1;1.0;30.402;33.24;False;0;0.6563;2.6143
f70a0aff17df5a6cdd9a7196128bd354;2;SP;101-1000;116.89463960105776;16.45;279.0;1.0;8.104;34.19;False;0;1.7588;-2.1582
1790eea0b567cf50911c057cf20f90f9;0;SP;101-1000;2061.8755574209285;0.1;186.9;1.0;18.634;38.0;False;0;0.7718;1.2501
989225ba6d0ebd5873335f7e01de2ae7;0;PR;101-1000;328.0831927494368;3.0;49.0;1.0;22.172;14.1;False;0;0.4749;0.5712
d887b52c6516beb39e8cd44a5f8b60f7;0;SP;11-100;346.2747625733418;0.8;84.9;1.0;18.478;15.35;False;0;0.0877;0.571
b276e4f8c0fb86bd82fce576f21713e0;4;SP;101-1000;37.09863932957656;0.425;179.0;1.0;1.968;9.41;False;0;-0.9929;-1.4929
8563039e855156e48fccee4d611a3196;1;SP;>1000;1272.521660164463;0.85;78.0;1.0;30.375;28.95;True;0;0.9643;1.8261
60550084e6b4c0cb89a87df1f3e5ebd9;0;SP;11-100;2272.8607167034215;1.207;39.9;1.0;20.239;26.89;False;0;0.4012;1.6482
5acce57f8d9dfd55fa48e212a641a69d;0;MG;101-1000;748.531931516816;0.2;27.9;1.0;7.991;15.1;False;0;-1.1441;0.9324
434d158e96bdd6972ad6e6d73ddcfd22;0;PR;11-100;2560.562881096285;0.683;445.0;1.0;17.382;63.17;False;0;1.6569;0.6876
7206b86ea789983f7a273ea7fa0bc2a8;0;SP;101-1000;301.23738537894616;0.7;36.9;1.0;10.208;12.79;False;0;-0.8869;0.3944
1e7aff52cdbb2451ace09d0f848c3699;2;MG;101-1000;287.52042118093095;6.05;119.99;1.0;11.795;34.2;False;0;0.9742;-0.753
6ea2f835b4556291ffdc53fa0b3b95e8;2;SC;1-10 pedidos;635.2066037362653;14.3;339.0;1.0;33.897;17.12;True;0;3.4203;0.0415
948097deef559c742e7ce321e5e58919;0;SC;101-1000;1193.080940410008;0.281;69.9;1.0;7.874;25.77;False;0;-0.3801;0.7139
d22e9fa5731b9e30e8b27afcdc2f8563;0;SP;11-100;1164.5024731434578;0.45;99.0;1.0;9.006;22.62;False;0;-0.0236;0.5641
6ebaec694d7025e2ad4a05dba887c032;2;ES;101-1000;400.6158673639559;8.875;139.0;1.0;10.952;14.72;False;0;1.3813;-0.9024
d17dc4a904426827ca80f2ccb3a6be56;0;SP;101-1000;1457.4383053768454;0.65;36.9;1.0;10.532;17.92;False;0;-0.4213;1.0781
25f4376934e13d3508486352e11a5db0;4;SP;>1000;98.01020822786862;2.6;69.9;1.0;3.933;12.43;False;0;-0.5351;-1.0846
5820a1100976432c7968a52da59e9364;0;SP;11-100;759.9624335569385;1.15;33.9;1.0;4.448;18.34;False;1;-0.7397;0.3479
2ce1ad82022c1ba30c2079502ac725aa;0;SC;101-1000;507.23477990424107;0.45;115.0;1.0;6.873;15.56;False;0;-0.2704;0.0354
138849fd84dff2fb4ca70a0a34c4aa1c;4;SP;11-100;92.89472552009816;1.7;39.47;1.0;12.986;13.37;False;0;-0.7319;-0.1932
47aa4816b27ba60ec948cd019cc1afc1;0;RS;11-100;680.4083771958238;0.41;53.44;1.0;7.205;18.47;False;0;-0.6778;0.5019
9faeb9b2746b9d7526aef5acb08e2aa0;3;SP;101-1000;846.1105979867252;0.1;120.0;2.0;5.324;31.04;False;1;0.0082;-0.4205
641fb0752bf5b5940c376b3a8bb9dc52;0;SP;101-1000;516.831457531027;0.394;369.0;1.0;19.627;17.33;False;0;1.0132;0.3357
e425680f760cbc130be3e53a9773c584;4;SP;101-1000;122.24508440893489;0.95;38.4;1.0;4.531;11.85;False;0;-1.2779;-0.3968
40c5e18f7d112b59b3e5113a59a905b3;4;RJ;101-1000;21.094675464139254;0.4;119.9;1.0;7.587;8.78;False;0;-1.1821;-1.2143
734e7d1bbaeb2ff82521ca0fe6fb6f79;0;PR;11-100;506.3812682117192;0.35;29.99;1.0;3.551;13.47;False;0;-1.3229;0.4202
66e4624ae69e7dc89bd50222b59f581f;3;SP;101-1000;1726.988250062769;0.15;45.98;2.0;24.943;45.7;True;1;0.5002;1.3926
a685d016c8a26f71a0bb67821070e398;1;SP;101-1000;212.07885987655396;1.2;84.9;1.0;23.807;14.36;True;0;0.3222;0.5778
2edfd6d1f0b4cd0db4bf37b1b224d855;2;PR;11-100;322.59519178409784;5.95;113.0;1.0;5.903;28.15;False;0;0.7024;-1.0199
68873cf91053cd11e6b49a766db5af1a;4;SP;101-1000;7.7821142816505;0.949;79.9;1.0;4.935;11.76;False;0;-1.5901;-1.7582
f346ad4ee8f630e5e4ddaf862a34e6dd;0;GO;1-10 pedidos;177.1128216943773;0.45;39.9;1.0;5.226;13.76;False;0;-1.3323;-0.0646
8f06cc6465925031568537b815f1198d;2;SP;11-100;348.4863816635585;1.813;299.0;1.0;7.465;18.34;False;0;0.7489;-0.8218
ccbabeb0b02433bd0fcbac46e70339f2;0;SP;101-1000;402.7857286622083;0.15;27.9;1.0;18.077;15.1;False;0;-0.9215;1.2923
688052146432ef8253587b930b01a06d;3;MG;101-1000;270.6575790066287;6.55;318.0;2.0;2.447;28.09;False;1;1.596;-2.4647
f271576bed568e896f99eb710cd3a6f8;2;PR;11-100;1615.987286673698;10.0;659.8;2.0;9.946;164.96;False;1;3.2105;-1.785
686541986ecfb7d9296eb67719973bf0;0;DF;101-1000;340.4521130712261;0.125;24.89;1.0;10.365;15.1;False;0;-1.3961;0.8267
68e48e68da1f50f7c5838ea75e3a20dd;3;SP;11-100;300.1826812797567;0.15;339.6;4.0;4.22;53.0;False;1;0.8175;-2.2463
b52cc4919de82b4d696a4380d10804a3;4;SP;11-100;51.050334057111975;1.2;42.99;1.0;5.365;12.03;False;0;-1.3401;-0.8116
fdf128b3630c21adc9ca4fb8a51b68ec;0;SP;101-1000;416.43365270544723;0.15;27.9;1.0;9.339;18.3;False;0;-1.293;0.7925
a6aeb116d2cb5013eb8a94585b71ffef;4;SP;101-1000;59.11505904043208;0.5;50.0;1.0;3.051;9.34;False;0;-1.5862;-0.7489
fa516182d28f96f5f5c651026b0749ee;2;SP;11-100;188.20522802926877;7.35;190.0;1.0;6.498;19.41;False;0;1.0369;-1.5147
6abaad69b8b349c3a529b4b91ce18e46;0;RJ;101-1000;377.38765567593276;0.25;42.9;1.0;9.363;14.1;False;0;-0.9892;0.5377
974c1993ab8024d3ed16229183c2308d;0;RJ;11-100;138.3761341103966;0.5;69.9;1.0;17.113;14.66;False;0;-0.506;0.2887
82bce245b1c9148f8d19a55b9ff70644;3;SP;11-100;704.797699789499;0.705;190.0;5.0;19.668;77.8;False;1;1.8325;-1.2711
a910f58086d58b3ae6f37aa712d377b9;3;SP;>1000;1345.7947403825708;0.4;113.98;2.0;10.455;31.68;False;1;0.5175;-0.0329
bd4bd0194d6d29f83b8557d4b89b572a;0;SP;>1000;297.6229187265237;0.3;24.99;1.0;9.078;12.84;False;0;-1.3829;0.6186
634e8f4c0f6744a626f77f39770ac6aa;0;PR;11-100;521.6902700447429;0.6;219.0;1.0;6.99;15.28;False;0;0.2302;-0.2611
6d25592267349b322799e2beb687871e;3;SP;>1000;22.998903734987916;0.35;186.0;2.0;2.609;15.82;False;2;-0.7493;-2.3359
b8801cccd8068de30112e4f49903d74a;4;SP;>1000;22.58417781816919;0.1;19.99;1.0;2.473;7.78;False;0;-2.6973;-0.641
2711a938db643b3f0b62ee2c8a2784aa;0;SP;101-1000;860.5945026003991;0.1;45.0;1.0;18.816;14.1;False;0;-0.3934;1.4801
3bc77ce8be27211bac313c2daa402d1a;4;MG;11-100;3.0593534510870555;0.083;58.2;1.0;4.578;8.78;False;0;-2.4757;-1.6616
10c320f977c6a18f91b2d14be13128c6;0;SP;101-1000;936.3016003667057;1.75;110.99;1.0;8.69;21.27;False;0;0.445;0.0744
0a4a2fccb27bd83a892fa503987a595b;0;SP;>1000;2091.716393663338;0.95;38.5;1.0;20.684;24.84;False;0;0.2813;1.7192
e4de6d53ecff736bc68804b0b6e9f635;2;SP;101-1000;1447.2077344796132;7.417;179.99;1.0;23.27;51.13;False;0;2.3527;0.3282
6b860b35691d486e45dc98e3514ec5f6;2;SP;101-1000;233.6928152102632;10.6;544.0;1.0;11.376;30.36;False;0;2.2368;-1.7427
ec341c54a5ebf8ee0a67a8632aa7579b;0;SP;11-100;537.4198162154587;0.4;14.82;1.0;13.157;15.1;False;0;-1.2936;1.267
cadbb3657dac2dbbd5b84b12e7b78aad;0;PR;101-1000;490.7534005439455;0.813;394.9;1.0;17.086;14.89;False;0;1.1254;-0.0002
9defaf92cff22420e4e8ef7784815a55;0;SP;11-100;329.56970847818263;0.45;49.9;1.0;10.124;12.79;False;0;-0.7908;0.3882
20e0101b20700188cadb288126949685;1;SP;101-1000;738.8370866236406;0.75;89.18;1.0;24.032;16.38;False;0;0.5683;1.204
0e782c3705510e717d28907746cbda82;4;SP;101-1000;103.16135077876672;0.15;29.99;1.0;3.243;7.39;False;0;-1.9317;-0.1669
d3d6788577c9592da441752e8a1dd5e3;0;SP;>1000;633.797964838451;0.2;58.99;1.0;20.852;17.66;False;0;-0.1601;1.319
86f21bf63784876b9fd6d35f46581d72;0;PR;101-1000;1016.198621757004;0.2;98.44;1.0;16.029;22.4;False;0;0.0981;1.022
8447ff843b2616c50c0ced28ab1dae03;0;SP;>1000;619.229497256915;0.342;219.9;1.0;19.77;18.79;False;0;0.7119;0.6508
f169bd689fb8b32ccd62df9050aebc0b;4;SP;1-10 pedidos;31.088380186470943;0.475;759.0;1.0;7.774;13.08;False;0;0.1663;-1.8335
77e9941864fc840be8e4b1ba5347c0f7;0;SP;11-100;2201.0432743492856;0.5;65.9;1.0;13.66;37.37;False;0;0.1362;1.2477
41bb5cee06dbf170878a9ef93ac7e7f5;0;SP;11-100;212.30915394468468;0.2;10.9;1.0;4.259;12.79;False;0;-2.2593;0.5601
6a0a8bfbbe700284feb0845d95e0867f;1;SP;>1000;581.3510556584913;1.5;83.9;1.0;36.341;17.84;True;0;1.2592;1.667
f7959f8385f34c4f645327465a1c9fc4;0;SP;101-1000;257.09480344879694;0.3;17.9;1.0;10.798;10.96;False;0;-1.5578;0.7907
23f553848a03aaab35bb3f9f87725125;0;SP;11-100;722.1497309817228;0.375;99.2;1.0;13.143;18.57;False;0;-0.0247;0.6374
e3447938231fb6ba2fee0231b51eca59;4;SP;>1000;57.28226039661687;1.4;160.0;1.0;2.418;12.14;False;1;-0.5308;-1.5178
e346cd9299371b18c0b28e8e29a5e376;4;SP;101-1000;72.1663793384756;2.6;29.9;1.0;6.206;12.69;False;0;-1.0641;-0.7339
a5474c0071dd5d1074e12d417078bbd0;4;SP;11-100;30.15000084233763;0.2;13.99;1.0;3.866;7.39;True;0;-2.706;-0.3513
bb7c5cf4dff9994daeab7c8ee9d287aa;0;SC;11-100;886.4784375153874;0.593;535.9;1.0;7.69;18.5;False;0;0.994;-0.3667
66d03fb3c4b0f80b5db04ef9c260336d;2;MG;11-100;108.09560671136539;12.3;69.9;1.0;9.969;26.11;False;0;0.7269;-1.3731
a6cd683d4bd3b9b1f0aa37b27f8116d3;2;SP;11-100;1446.736211138823;2.55;589.9;1.0;12.739;20.0;False;0;2.018;-0.3266
bfe42c22ecbf90bc9f35cf591270b6a7;0;SP;101-1000;683.9768625068771;0.2;27.3;1.0;12.925;15.1;False;0;-0.9694;1.1938
e1da8361c76cab67aa3588a1fbf1af54;2;SP;101-1000;637.1840913311265;4.338;235.99;1.0;11.191;17.41;False;0;1.4154;-0.5924
af5b0604e113e1526593d505a26ef39d;4;SP;101-1000;59.78862423594603;0.35;19.9;1.0;3.212;8.72;False;0;-2.231;-0.3125
9d531c565e28c3e0d756192f84d8731f;1;SP;11-100;401.55955349953877;0.5;25.99;1.0;56.026;14.1;True;0;0.8873;3.4104
4da3bd761ca73d692ae0f5c252495546;4;RJ;11-100;3.4915370539547173;0.1;18.5;1.0;1.154;7.94;False;0;-3.3016;-1.3721
80d817467dc3d0a4bb5ab8986c962b1f;3;MG;101-1000;623.2010168475333;0.45;99.8;2.0;5.946;33.08;False;2;0.0301;-0.5791
c75acba615d2db29345327974641467d;0;SP;101-1000;343.81557350355564;2.2;84.99;1.0;6.738;26.9;False;0;0.0004;-0.4231
210e60465099814a1d2c7635e4065153;2;SC;11-100;694.3712806607911;7.75;199.0;1.0;12.237;32.79;False;0;1.7436;-0.6841
8fc207e94fa91a7649c5a5dab690272a;1;SP;>1000;570.4875629827069;1.975;109.9;1.0;54.828;25.61;True;0;2.3625;2.5447
4b3a605942f29d490cb74bd6ace6b9f0;4;RS;101-1000;3.6267160240255567;0.15;29.99;1.0;1.308;8.11;False;0;-2.9533;-1.5647
1c35ac660d7ef6691b25d20df3d6eccb;2;SP;101-1000;51.3543914175839;7.0;59.9;1.0;1.462;14.13;False;0;-0.3408;-1.8475
01a75ac3dd000b7628a684be97c29234;0;SP;101-1000;396.5067572996622;0.267;42.9;1.0;15.185;15.1;False;0;-0.7101;0.8931
0c6b011f8a4f87010c23995f5807d152;0;SP;>1000;2341.98882399388;0.25;43.0;1.0;7.805;23.02;False;1;-0.5071;1.197
ee0c5c649e17808bc4a363d3a80ebf85;3;SP;11-100;330.33018706436513;0.15;25.0;2.0;21.315;28.2;False;1;-0.538;0.7419
f2fa3795760c35b8c05fa8e2f09d5143;3;SP;>1000;243.82604099273814;2.05;449.88;3.0;6.407;68.50999999999999;False;0;1.5518;-2.442
3923e3ade70348985bd2ca389905cf19;0;PR;11-100;474.5472336984931;2.75;59.9;1.0;11.824;18.25;False;0;0.2136;0.0674
e37797aedc7cd4ef82278fbc169eecaf;0;SP;101-1000;300.40256012412675;1.35;69.99;1.0;5.863;14.58;False;0;-0.4313;-0.2897
35660aec0cc42b6257e24281ee0e6255;1;SP;101-1000;2183.2809552327562;2.6;129.6;1.0;27.849;25.4;False;0;1.8353;1.3451
b01875821b8dcb6abc61776f0f971bce;3;SP;101-1000;349.61568910441457;3.45;63.6;2.0;6.97;78.56;False;1;0.4451;-1.1599
5164933efe0cd14f31424b9badf81f19;4;SP;>1000;150.26813256782089;1.55;129.9;1.0;1.772;12.0;False;0;-0.361;-1.109
06a6627d9cc91a04e9d146bf65fee0a2;0;SP;101-1000;288.4469643539204;1.5;99.9;1.0;5.397;13.72;False;0;-0.1905;-0.5108
5447160f15621601fa9ba2b94f4906b3;0;SP;101-1000;467.0689910310898;0.444;146.0;1.0;7.351;15.77;False;0;-0.1242;-0.0658
01855f880aae9a984c7c33b26fcf2e02;3;SP;101-1000;67.45570038567502;0.1;78.98;2.0;5.034;16.54;False;1;-1.0294;-1.3045
65312c6e4ce03c0fb633a4ac541949d8;0;RJ;11-100;147.24394683197778;0.3;54.99;1.0;11.243;13.6;False;0;-1.0026;0.1411
741fd1b80f015f170a7f458cf86769b8;0;SP;>1000;783.0471430086453;0.25;89.99;1.0;9.076;16.39;False;0;-0.311;0.5212
b16cec67cb3f5a4bb31abe8988b43d19;4;RJ;1-10 pedidos;15.890174237362816;1.15;129.9;1.0;3.454;11.77;False;0;-1.0738;-1.8249
e6190dea235662449d160357e46eaec8;0;PR;11-100;320.8788853186961;2.267;69.9;1.0;6.347;19.98;False;0;-0.1469;-0.4059
8eeda294fab8a5ed70259afb59a10ff8;3;PR;101-1000;352.3466942196674;0.207;161.8;2.0;8.029;25.4;False;1;0.1239;-0.7928
89165e6d4c28047da0adf13ac8b3e1b3;4;SP;101-1000;98.13325003491997;0.15;110.32;1.0;8.199;8.03;False;0;-0.903;-0.4225
f376081d7c5f1767fbc7fae2d19ca32e;3;SP;1-10 pedidos;66.1197299781845;0.6;275.97;3.0;2.753;33.75;False;1;0.2091;-2.6524
4b87488fb6269f8321508923b95da4d6;0;MG;1-10 pedidos;431.3588764675702;0.25;25.0;1.0;7.36;13.47;False;0;-1.3754;0.6906
e9ce52cd563d0124dced659e69eab10a;2;SP;101-1000;113.24659338398315;18.4;259.9;1.0;7.195;53.01;False;0;1.7425;-2.2509
9344ccd01ff5fa7ec2aef0ee7e1c49c3;2;SP;>1000;220.1664396586404;5.65;39.0;1.0;8.121;12.79;False;0;-0.0255;-0.5923
f4471dae8c482f51aa1826cd9f5d4433;3;SP;11-100;17.630810624540565;0.35;215.22;2.0;6.108;16.919999999999998;False;0;-0.5788;-2.2945
aeb4c9d05ab11d7c6c9ca24f8c43bd70;0;MG;11-100;618.9431001183264;0.2;7.0;1.0;8.108;15.79;False;0;-2.027;1.3897
33a3edb84b9df4cb49546859b990ac6d;1;SP;>1000;635.7588203949462;1.75;49.9;1.0;28.283;17.6;True;0;0.674;1.3911
9885fff91f7c807525f8320e5292a3db;2;SP;11-100;68.14744213037903;6.15;126.99;1.0;14.374;29.68;False;0;0.7038;-1.221
e7a65190baa4e6fd192246157c0b81fb;0;SP;101-1000;2285.423319857109;0.15;28.99;1.0;15.91;24.84;False;0;-0.4704;1.8647
62a12e4d2a742b2491d7c00d2d79bf52;0;SP;11-100;799.9596400818967;0.8;281.99;1.0;10.845;17.73;False;0;0.7772;-0.0238
90349f264a3d6a2525a34598d09dda6b;3;SP;>1000;122.27704530984677;0.2;270.0;6.0;4.086;44.34;False;1;0.7336;-3.1338
95cf9f239f724799131f7ca949209bd9;4;SP;101-1000;15.711208687538655;0.353;89.49;1.0;5.259;8.39;False;0;-1.5806;-1.3291
04a59fe46fc5aa341da5378c195ed53c;0;SP;101-1000;366.0177478079584;0.6;60.0;1.0;15.397;15.18;False;0;-0.339;0.6152
86b37610c0e86e94afe3d5ba4b73fa14;3;MG;11-100;1419.2587264237263;0.2;109.98;2.0;17.964;51.32;False;0;0.7241;0.5255
5c2d1d55c31db1cbe069dc9b6454b897;0;SP;11-100;456.4121018882925;1.8;93.99;1.0;9.045;23.46;False;0;0.1515;-0.1422
1d067305b599c1e0dceb3864056ea527;2;SC;101-1000;652.2283677402486;8.35;148.9;1.0;23.366;21.53;True;0;2.0734;0.0282
abc5ec9ecaec740b498a37f19c29a8c0;0;SP;11-100;894.8632835285838;2.1;119.9;1.0;11.556;21.16;False;0;0.6949;0.1301
c3cb4c7c4b963ab08b07a5dca5baf05d;0;SP;11-100;754.5113802060714;0.2;119.0;1.0;7.849;15.58;False;0;-0.2269;0.3412
af66c46c49bdb3bf2f862efb1eb67d81;0;SP;101-1000;188.74985518910407;0.2;48.0;1.0;8.959;11.85;False;0;-1.1737;0.2054
14e6e050a57912543937e93051cc7b2c;0;RS;11-100;762.7166457804735;0.518;49.1;1.0;3.751;19.53;False;0;-0.7933;0.3415
cefa8ee1540139ac77fa0c1b4ff1f04b;0;SP;101-1000;513.3515915532103;0.75;66.39;1.0;3.957;19.66;False;0;-0.606;-0.0058
265f4e28ef8cf69f8445e2951bbe7343;0;SP;101-1000;2335.9563167812307;0.8;39.9;1.0;14.385;24.84;False;0;0.0026;1.4221
34276839abbc2d596eb36540d36c624c;2;SP;11-100;1013.0227079399909;10.7;159.99;1.0;15.72;57.79;False;0;2.0843;-0.3864
556bbf53c2c22fbb9ef31a414dd444a6;0;MG;11-100;794.0956710776659;1.6;49.9;1.0;14.175;17.6;False;0;0.0832;0.6829
b2bd1f09c1b8a4a36940f6f6e49d5dec;0;SP;101-1000;621.7300962433408;0.342;199.0;1.0;18.079;16.14;False;0;0.5749;0.594
e69e2290db6b2d3b7593a40112e1a82a;3;SP;11-100;48.32611462776844;0.5;75.99000000000001;2.0;4.263;50.68;False;0;-0.9563;-1.6314
c8627adf430caff83161acbeb344d8f5;2;PR;11-100;401.32555621714397;9.35;229.9;1.0;5.117;55.69;False;0;1.4856;-1.4751
1370fae9b19ee5e01a2d609eb18b7c8a;2;SP;101-1000;1146.338770455804;4.105;117.3;1.0;20.475;28.2;False;0;1.5147;0.5044
a7cd6af6e0519313887b3c3a120f20ca;4;SP;101-1000;26.893384829637746;0.264;35.9;1.0;6.621;7.39;False;0;-1.9977;-0.633
663830a477534735bbdec9de01113fa2;0;PR;101-1000;542.0425545847359;0.1;24.9;1.0;8.472;13.51;False;0;-1.3555;0.9184
b2f3763408103bc7173bb36ed02dbeea;2;PR;11-100;1254.3756806078898;6.2;359.9;1.0;19.024;42.59;False;0;2.455;-0.1827
0dad6beca7ed0e352668498c29089900;0;SP;11-100;193.16675763155843;0.15;98.7;1.0;10.817;12.19;False;0;-0.6577;0.0539
93ec3e2c9a4beee38c28973d307093e1;2;SP;101-1000;123.65961676414777;12.7;179.9;1.0;8.351;24.55;False;0;1.3243;-1.8143
5561adcb0fd46da4cad3048fa4e7fc00;4;SP;1-10 pedidos;8.318425298762167;0.75;99.9;1.0;2.071;9.45;False;0;-1.6342;-1.9367
6245ae0abd9de1ae647b5da78c0ea69b;0;SP;11-100;261.2160790770892;0.175;62.8;1.0;5.346;11.94;False;0;-1.079;0.0289
ce9feeba53c652dd6569cca62e2bb287;4;SP;101-1000;71.41911317639519;1.5;45.0;1.0;5.146;11.86;False;0;-1.1266;-0.7735
565923f847aad52e7638eb189cce3b51;0;DF;11-100;720.9938083460873;1.85;80.0;1.0;10.419;17.81;False;0;0.2589;0.1831
36ebb4199031e72a1fa964549b88c377;2;PR;11-100;267.4314895430908;9.4;109.9;1.0;12.622;23.35;False;0;1.2206;-0.9015
232b75e8b6faa6ca2063184414e634a7;2;SP;101-1000;337.6358006413364;3.3;159.0;1.0;13.25;21.95;False;0;0.9001;-0.458
ee990334acb0ff9333b01afa465f3006;2;PR;11-100;1639.0155656476372;2.65;410.0;1.0;21.721;35.32;False;0;2.2334;0.3876
780fe22baa36991bdbb1559f5b549596;0;SP;101-1000;647.299907438462;0.15;37.99;1.0;5.799;14.52;False;0;-1.1213;0.6427
58ac1947c1a9067b9f416cba6d844a3f;2;SP;11-100;42.32789033483389;10.8;110.0;1.0;8.498;14.16;False;0;0.586;-1.9623
ba4ddff2b9082f079de9a84d7a5605fd;4;SP;101-1000;25.597247492006638;2.45;52.39;1.0;2.351;13.08;False;0;-1.2148;-1.5806
75351e48296ef42211a0b80c427aae57;4;SP;11-100;6.080403743564276;1.1;87.37;1.0;19.883;10.79;False;0;-0.8898;-1.0439
64a2b20e6611bf80d933549f4c45ad84;0;SP;>1000;1333.6918021290621;0.3;24.99;1.0;20.134;15.79;False;0;-0.4496;1.8858
775130c792f4c6460c63162e994a1114;2;SC;1-10 pedidos;167.0349854477665;1.55;257.6;1.0;7.061;15.67;False;0;0.342;-1.0351
b0928556a10706af462ca2ab2c91903b;0;SC;1-10 pedidos;872.1480797772314;0.65;83.0;1.0;10.829;23.73;False;0;-0.0478;0.5564
5487a8ac1699754d975f853ce8bb9321;2;MG;11-100;463.9043122463432;3.05;159.99;1.0;10.078;27.2;False;0;0.8165;-0.4849
00571ded73b3c061925584feab0db425;3;SP;101-1000;464.5475990727386;0.45;359.8;2.0;11.509;30.02;False;1;1.0097;-0.8981
74ebfa44a323c96a7760bd693d690a3d;2;GO;11-100;1031.4590881780607;3.4;359.5;1.0;10.56;33.96;False;0;1.6606;-0.5028
37104fd8b73d0691fda9491fe8906808;3;SP;101-1000;924.0649944741167;0.55;90.0;2.0;12.338;32.22;False;1;0.4109;-0.034
