order_id;motivo_quarentena;order_status;ativo;filial;filial_cidade;filial_uf_cep;seller_id;origem_registo;customer_id;cliente_cidade;cliente_uf;cliente_uf_cep;cliente_cep_prefixo;dt_compra;dt_aprovacao;dt_coleta;dt_entrega;dt_prazo;dt_limite_expedicao;n_itens;product_id;peso_g;peso_g_original;valor_mercadoria;valor_frete;valor_pago;canal_pagamento;lead_dias;dias_vs_prazo;atraso_mensuravel;atrasado;vencido_sem_registo;atraso_honesto;qa_canal_indefinido;qa_cauda_incompleta;qa_cep_sem_geo;qa_cidade_regrafada;qa_entrega_antes_coleta;qa_frete_desproporcional;qa_frete_zero;qa_lag_despacho_negativo;qa_lead_implausivel;qa_pagamento_divergente;qa_pagamento_invalido;qa_peso_implausivel;qa_peso_invalido;qa_quase_duplicado;qa_sem_dt_aprovacao;qa_sem_dt_coleta;qa_sem_dt_entrega;qa_sem_item;qa_sem_peso;qa_uf_cliente_incoerente;qa_uf_filial_incoerente;qa_flags_total;qa_quarentena
59dba471cbd7e791c3bb0d83aa705c49;lag_despacho_negativo;delivered;True;SP;Salto;SP;f8db351d8c4c4c22c6835c19a46f01b0;101-1000;c6de1ceaec9afb41c51b618211d9f118;São Bernardo do Campo;SP;SP;9781;2018-07-04 17:15:18;2018-07-05 16:33:22;2018-07-05 12:46:00;2018-07-07 12:52:32;2018-07-17 00:00:00;2018-07-06 17:31:43;1.0;6adab229374835b551f6402e0dc53267;1250.0;1250.0;49.9;12.08;61.98;credit_card;2.818;-9.464;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
74e033208dc13a7b8127eb8e73d09b76;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;2b03ac196f5ed62ac483960fe0fa3b65;1-10 pedidos;72fcbb1145f2889eddcba6d6c1d6c090;Campo Largo;PR;PR;83602;2018-05-02 10:48:44;2018-05-02 11:13:45;2018-05-02 09:49:00;2018-05-07 23:06:36;2018-05-29 00:00:00;2018-05-08 11:13:45;1.0;253ef56cd52d920f8066748da224c5eb;450.0;450.0;85.0;15.47;100.47;credit_card;5.512;-21.037;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
dda3e0dbde3a2cd09432650b3634582d;lag_despacho_negativo;delivered;True;SP;Campo Limpo Paulista;SP;3d871de0142ce09b7081e2b9d1733cb1;>1000;ed7abe2bf6dacb66b55c2bebf0d2adaf;São Paulo;SP;SP;5796;2018-04-22 20:13:58;2018-04-24 18:37:08;2018-04-24 16:22:39;2018-05-09 19:58:31;2018-05-16 00:00:00;2018-04-26 20:31:37;1.0;177d3d5bb9d4d29222a222e3b3554f41;7550.0;7550.0;109.0;13.81;122.81;credit_card;16.989;-6.168;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
a6b58794fd2ba533359a76c08df576e3;lag_despacho_negativo;delivered;True;SP;Presidente Prudente;SP;8a432f4e5b471f8da497d7dc517666e2;11-100;ccd8e3459ad58ae538c9d2cf35532ba4;Imbé;RS;RS;95625;2018-05-14 15:18:23;2018-05-14 15:33:35;2018-05-14 13:46:00;2018-05-19 19:33:32;2018-06-08 00:00:00;2018-05-16 15:30:58;2.0;47ea90e9a2976bc290c3cdf3b5e0573d;1600.0;1600.0;138.0;36.72;174.72;credit_card;5.177;-19.185;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
6672ea757b340c6ebd644244a2c982ae;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;6560211a19b47992c3666cc44a7e94c0;>1000;8070cecab3f3dbd764a549623cfa6243;São Paulo;SP;SP;1401;2018-07-03 09:00:42;2018-07-05 16:31:59;2018-07-04 15:11:00;2018-07-05 17:12:44;2018-07-17 00:00:00;2018-07-06 08:32:03;1.0;d017a2151d543a9885604dc62a3d9dcc;250.0;250.0;49.0;7.6;56.6;boleto;2.342;-11.283;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
de6167039d6c71c0bea5a5d3b9437082;lag_despacho_negativo;delivered;True;SP;Mirassol;SP;cda598c48d7c614bc1cad7d8ff6f0010;11-100;fa59e3b76be4ec3ab0fa05000e7bf6c2;Rio de Janeiro;RJ;RJ;21231;2018-07-04 17:27:56;2018-07-05 16:22:17;2018-07-05 14:06:00;2018-07-12 17:32:31;2018-08-09 00:00:00;2018-07-10 18:31:51;1.0;c0aed8767e46cce56e77db0ceef83035;500.0;500.0;79.9;19.75;99.65;credit_card;8.003;-27.269;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
eb3b5ecbc980ff057c188ea3b3eaf722;lag_despacho_negativo;delivered;True;SP;Ibitinga;SP;4a3ca9315b744ce9f8e9374361493884;>1000;3b9470ed68cc82d8fdaaf97d552e8fd2;São Paulo;SP;SP;3968;2018-07-04 14:54:19;2018-07-05 16:09:14;2018-07-04 16:13:00;2018-07-09 12:32:50;2018-07-23 00:00:00;2018-07-06 15:31:07;1.0;99a4788cb24856965c36a24e339b6058;1383.0;1383.0;79.9;14.87;94.77;credit_card;4.902;-13.477;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
07ad2a87dfce684f0b6a23886db925c9;lag_despacho_negativo;delivered;True;SP;Ribeirão Preto;SP;897060da8b9a21f655304d50fd935913;101-1000;fe196aba95e52d084e7bb60dbd8a23f1;Indaial;SC;SC;89130;2017-04-27 08:26:54;2017-04-28 11:41:28;2017-04-28 10:05:52;2017-05-15 10:09:22;2017-05-29 00:00:00;2017-05-05 05:32:05;2.0;6d2fde7d12bb6ff367dbda120ba8828e;200.0;200.0;44.0;29.04;73.04;boleto;18.071;-13.577;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;2;True
5792e0b1c8c8a2bf53af468c9a422c88;lag_despacho_negativo;delivered;True;SP;Franca;SP;ececbfcff9804a2d6b40f589df8eef2b;11-100;5c427f06e7fcf902e309743516e2c580;São Paulo;SP;SP;2919;2018-07-26 13:25:14;2018-07-26 13:35:14;2018-07-26 12:42:00;2018-07-30 14:45:02;2018-08-09 00:00:00;2018-07-30 13:35:14;1.0;6d8f2ccbced01ba3165048d784a5cf0c;200.0;200.0;69.5;13.15;82.65;credit_card;4.055;-9.385;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
f384f4edb05c390598d9010ea97f7f4e;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;fa40cc5b934574b62717c68f3d678b6d;101-1000;db8d12f33acf6a08a434eda169d25106;Matão;SP;SP;15990;2018-04-20 14:45:57;2018-04-24 18:39:10;2018-04-21 01:32:06;2018-04-30 13:12:39;2018-05-16 00:00:00;2018-04-26 15:31:28;2.0;5d0a7cb413c5b59233c57177fe2f20b0;200.0;200.0;78.89;32.1;110.99;credit_card;9.935;-15.45;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
3f6a06dd65ecc8c3c8bf73dd9f5ade29;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;1eade46fba20122dc4aefb379f8c636b;11-100;88ca1a52550c2c65c9b75121cc26b060;Caxias;MA;MA;65605;2018-06-29 11:19:19;2018-07-05 16:04:10;2018-07-04 13:55:00;2018-07-13 13:24:41;2018-07-27 00:00:00;2018-07-06 08:32:54;1.0;dc9a06452ff10a147f0f14cd4b8f5580;1450.0;1450.0;104.99;57.51;162.5;boleto;14.087;-13.441;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
6d5f62b312ef08610aa99b1a365ec10b;lag_despacho_negativo;delivered;True;SC;Navegantes;SC;57e632711dec9ec14ca7546769483e7e;11-100;2c58296eab043d713ee5fc669f6aba05;Uberaba;MG;MG;38020;2018-07-05 14:59:58;2018-07-05 16:30:53;2018-07-05 16:08:00;2018-07-10 21:04:13;2018-08-03 00:00:00;2018-07-09 15:30:32;1.0;013298e0648d412de0d65690045493bc;350.0;350.0;49.9;22.28;72.18;credit_card;5.253;-23.122;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
31abfb3d839221bf8dc8165fbd494c2f;lag_despacho_negativo;delivered;True;MG;Ilicínea;MG;a1043bafd471dff536d0c462352beb48;101-1000;f62b26b783dc075ee45d0525eb2649dc;Itabirito;MG;MG;35450;2018-07-04 11:05:34;2018-07-05 16:32:36;2018-07-05 07:38:00;2018-07-09 10:16:57;2018-07-24 00:00:00;2018-07-06 11:31:15;1.0;c4baedd846ed09b85f78a781b522f126;5950.0;5950.0;99.99;23.69;123.68;credit_card;4.966;-14.572;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
6e57e23ecac1ae881286657694444267;lag_despacho_negativo;delivered;True;SP;São Bernardo do Campo;SP;f7ba60f8c3f99e7ee4042fdef03b70c4;101-1000;2dda54e25d0984e12705c84d4030e6e0;Macaé;RJ;RJ;27946;2018-08-09 17:36:47;2018-08-20 15:55:42;2018-08-14 13:26:00;2018-08-17 16:45:45;2018-09-06 00:00:00;2018-08-15 16:30:58;1.0;bb50f2e236e5eea0100680137654686c;400.0;400.0;330.0;20.41;333.91;debit_card;7.965;-19.302;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;2;True
d65ef0f73f00ef3755af2d8ef6138ba5;lag_despacho_negativo;delivered;True;SP;Praia Grande;SP;d91fb3b7d041e83b64a00a3edfb37e4f;101-1000;754580db05fdc599ca4532c09a328da2;Caratinga;MG;MG;35300;2018-04-23 08:58:06;2018-04-24 18:14:15;2018-04-23 19:07:40;2018-05-03 20:48:32;2018-05-15 00:00:00;2018-04-27 10:31:15;1.0;d7b1317236e0c03475bfe67536ae3c81;550.0;550.0;51.45;22.94;74.39;debit_card;10.493;-11.133;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
e1489cb4d16876c628a2dadb8e675c9a;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;1e8b33f18b4f7598d87f5cbee2282cc2;101-1000;ac618c81651b6ff8e20a121385f27320;Boa Esperança;MG;MG;37170;2018-04-22 09:34:54;2018-04-24 19:04:58;2018-04-23 18:21:31;2018-04-26 19:06:40;2018-05-16 00:00:00;2018-04-26 10:31:14;1.0;55b8781171d27966e82ed1faa77a4c7a;3800.0;3800.0;159.9;27.2;187.1;credit_card;4.397;-19.204;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
643efaf4eddc8f0b4f71b1674c882fa4;lag_despacho_negativo;delivered;True;SP;Piracicaba;SP;da8622b14eb17ae2831f4ac5b9dab84a;>1000;d7d536ccde7b524ac5a42e24b000d982;Mantena;MG;MG;35290;2018-07-02 21:45:21;2018-07-05 16:27:02;2018-07-04 14:55:00;2018-07-09 19:48:46;2018-07-25 00:00:00;2018-07-05 22:31:16;2.0;7d9f42ecf65ca91f7e28483c5008dc4b;1600.0;1600.0;299.8;47.7;347.5;credit_card;6.919;-15.174;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;2;True
e6fad28cb7f01e461467af959930ae8a;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;7a67c85e85bb2ce8582c35f2203ad736;>1000;c57928c036644588414e864683ff1da2;Petrópolis;RJ;RJ;25710;2018-04-20 17:11:26;2018-04-24 18:45:48;2018-04-23 17:52:52;2018-05-06 16:46:43;2018-05-17 00:00:00;2018-04-26 07:30:45;1.0;29427de7f8a9ee983d9dbc51cec569b4;4475.0;4475.0;82.99;18.52;101.51;credit_card;15.983;-10.301;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
7cb67275a494651008ed5b1f0353ddce;lag_despacho_negativo;delivered;True;SP;Itapevi;SP;08ad4ac1388e4420ca531c3edfc46198;1-10 pedidos;84c705277cb95c7f347ada3ce5f1bbd9;Nova Prata;RS;RS;95320;2018-06-30 12:14:21;2018-07-05 16:27:53;2018-07-03 10:18:00;2018-07-11 14:52:43;2018-08-01 00:00:00;2018-07-09 05:31:24;2.0;f63e5eb82736ac58d9d286f64fe5c44f;100.0;100.0;51.98;36.56;88.54;boleto;11.11;-20.38;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;2;True
d2c902f172e80f22126d53d9ff7871b2;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;6560211a19b47992c3666cc44a7e94c0;>1000;8a320a211ebebf7ce02c6a514f0aaeac;São Paulo;SP;SP;1011;2018-07-03 20:52:04;2018-07-05 16:33:24;2018-07-05 13:14:00;2018-07-06 18:12:25;2018-07-17 00:00:00;2018-07-06 15:31:06;1.0;57f2bc497c1a3ebe41ba7a06d78ed159;250.0;250.0;55.0;7.65;62.65;debit_card;2.889;-10.241;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
3d47aacc4c27ad170b1004695eb0c359;lag_despacho_negativo;delivered;True;MG;Araguari;MG;7299e27ed73d2ad986de7f7c77d919fa;101-1000;959d795bc3b33ca52a761718ec8f9135;Jequié;BA;BA;45201;2018-07-30 21:31:03;2018-08-01 16:31:30;2018-07-31 12:29:00;2018-08-09 16:08:49;2018-09-06 00:00:00;2018-08-02 09:15:13;1.0;7f72a8900b3d2fc8fa2635b7836d6e6e;147.0;147.0;64.99;22.39;87.38;credit_card;9.776;-27.327;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
6b654c2dc2e7c610cb22c325fb723057;lag_despacho_negativo;delivered;True;SP;Salto;SP;f8db351d8c4c4c22c6835c19a46f01b0;101-1000;5239179f060acba3aae48fdc19d479ea;São Bernardo do Campo;SP;SP;9852;2018-07-04 10:15:33;2018-07-05 16:09:25;2018-07-05 12:30:00;2018-07-14 14:28:31;2018-07-17 00:00:00;2018-07-06 10:31:25;1.0;26a6aaf337b078349b5ec749be2e7a5e;1100.0;1100.0;34.9;11.97;46.87;credit_card;10.176;-2.397;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
6e60346a3ee3876c1e4bc89c597ffcb8;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;aba1721a889e04decc910aa13b768ef4;11-100;2231986257f0ec3bf5abbc49d3320e9b;Sapiranga;RS;RS;93800;2018-05-07 00:45:02;2018-05-07 15:13:42;2018-05-07 14:52:00;2018-05-15 13:12:19;2018-06-01 00:00:00;2018-05-11 15:13:42;2.0;41ce18e06273b50422ebf6149066fa23;100.0;100.0;93.0;30.59;123.59;credit_card;8.519;-16.45;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
c3eb293fd154223498b6551a728203e8;lag_despacho_negativo;delivered;True;SP;São Paulo;SP;bd23da7354813347129d751591d1a6e2;11-100;1701ed88b1e8cb21051660d70d11d038;Balneário Camboriú;SC;SC;88330;2018-07-19 14:06:04;2018-07-19 14:22:51;2018-07-19 13:49:00;2018-07-24 19:35:36;2018-08-06 00:00:00;2018-07-23 14:22:51;1.0;90ebb732ad20456afe8516eb5fbf75f6;2750.0;2750.0;299.9;28.4;328.3;credit_card;5.229;-12.184;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
1594012ccc1b0770373ce691d697e5ae;lag_despacho_negativo;delivered;True;SP;Ibitinga;SP;723cd880edaacdb998898b67c8f9da30;11-100;e957d597f76d275f40a848397fb6c7c3;São Caetano do Sul;SP;SP;9530;2018-04-23 19:05:57;2018-04-24 19:17:00;2018-04-24 12:48:39;2018-04-27 22:08:35;2018-05-08 00:00:00;2018-04-27 19:31:42;1.0;b6c312bb8b2e0c3ab0a23d207802f82f;5967.0;5967.0;330.0;32.17;362.17;credit_card;4.127;-10.077;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;1;True
